,Partner,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
4205,1,1,1,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),78.6,1846.65
947,1,1,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,91.35,2896.55
5233,1,1,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,101.15,842.9
1659,1,1,1,DSL,No,Yes,No,Yes,No,Yes,Two year,0,Credit card (automatic),70.8,4859.95
4332,1,1,1,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),60.0,3273.95
5578,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,833.55
1239,1,1,0,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),58.7,168.6
4952,0,1,0,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,100.2,198.5
573,1,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Credit card (automatic),100.3,5614.45
6973,1,1,0,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,1,Electronic check,94.0,4871.45
6751,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,1025.05
5906,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,78.95,1101.85
6240,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.3,93.3
6376,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,1240.8
4910,0,1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),85.35,2530.4
4691,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.65,5688.05
3098,1,1,0,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,79.65,2365.15
2044,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,128.6
6813,1,0,2,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Electronic check,47.85,3147.5
2022,0,1,0,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,86.25,1340.1
1404,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.3,797.1
2473,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,119.3
1600,0,1,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,88.8,88.8
6845,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,45.85
6113,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,75.3,1570.7
4671,0,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.25,2387.75
4192,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.15,405.6
843,0,0,2,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),30.85,394.1
6816,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,70.3
1921,1,1,1,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.95,5931.75
4227,1,1,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),80.65,5542.55
1025,1,1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.0,6668.35
6203,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),105.1,7234.8
2699,0,1,1,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,96.35,3190.25
4678,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.2,193.8
752,1,1,0,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),71.35,515.75
4515,0,1,0,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),83.2,1130
5858,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.45,1336.35
3317,1,1,0,DSL,Yes,Yes,No,Yes,Yes,No,One year,0,Credit card (automatic),70.8,4448.8
3230,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,1245.6
2254,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),93.05,6735.05
2800,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,442.6
4936,0,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,97.05,4385.05
3288,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.85,272.35
1966,0,1,1,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),54.8,1291.3
1552,1,1,1,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),80.55,2471.6
5936,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,756.4
3097,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,42.9
1824,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.3,1401.15
5864,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.65,921.55
4456,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.95,1614.9
2383,1,0,2,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,26.05,565.75
3441,1,1,0,DSL,Yes,Yes,Yes,No,No,No,One year,1,Mailed check,60.8,2042.05
5263,0,0,2,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,44.85,2479.05
3217,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,42.45
6233,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,57.5
2733,1,1,0,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,55.3,55.3
6981,0,1,0,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,65.45,554.45
6921,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),79.85,4308.25
311,0,1,0,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,89.05,1886.25
3363,1,0,2,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),57.5,3265.95
6339,0,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,49.9,49.9
6370,0,1,1,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),89.3,4016.85
893,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.6,24.6
1472,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.4,896.75
6377,0,0,2,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,44.65,44.65
6560,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.8,465.45
3593,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.1,551.35
170,1,1,0,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Bank transfer (automatic),84.25,3539.25
98,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),21.0,1107.2
148,0,1,0,DSL,No,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),64.5,1929.95
3145,0,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),76.65,333.6
510,1,1,0,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),94.3,1818.3
2584,1,1,0,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),65.25,3791.6
2540,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),111.95,7795.95
6713,0,1,1,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,95.9,6503.2
6437,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.9,467.7
2736,1,1,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.45,5294.6
6605,0,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),110.9,7432.05
6133,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),24.9,49.7
2475,0,1,0,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Mailed check,99.5,5424.25
4844,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.3,755.4
3019,1,1,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,55.15,1206.05
6821,0,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.85,1776.95
4732,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.9,1397.3
3977,1,1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.1,6705.7
4855,1,1,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),104.05,6605.55
4675,0,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,100.0,4211.55
31,1,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),95.5,181.65
636,0,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),99.45,3109.9
1126,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,74.65,544.55
4567,0,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.35,3540.65
1017,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.4,1601.2
318,1,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,93.15,2231.05
6742,1,1,0,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,79.2,4016.3
2542,0,1,0,DSL,No,No,No,Yes,Yes,Yes,One year,1,Mailed check,72.1,2495.15
7036,0,0,2,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,60.65,743.3
2914,0,1,0,DSL,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),64.85,2010.95
5044,1,1,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.6,2180.55
2683,0,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,79.65,604.7
2844,1,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.6,347.65
4223,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.3,220.4
3260,0,1,0,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,78.45,2435.15
3783,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.2,6936.85
1680,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,24.45,1431.65
3449,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),95.7,4976.15
4434,1,1,1,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,90.7,1374.9
4887,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,781.25
2083,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.15,20.15
6471,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.05,345.9
3047,1,1,0,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),84.15,2585.95
6896,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,43.95,43.95
4457,1,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),75.0,1573.95
6449,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,19.55
3162,0,1,1,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,69.6,1394.55
1046,0,1,1,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Credit card (automatic),74.0,3877.65
5651,1,1,1,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,84.3,3588.4
6451,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,116.25,7862.25
4832,1,1,0,DSL,Yes,Yes,No,Yes,No,Yes,One year,0,Mailed check,70.5,2201.75
287,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.0,70
3829,1,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.0,4388.4
14,0,1,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.5,2686.05
652,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,655.3
6387,1,1,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,56.85,1861.1
4163,1,1,1,DSL,Yes,Yes,Yes,No,No,No,One year,0,Credit card (automatic),67.05,4309.55
3541,1,0,2,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),40.65,2070.75
6582,0,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),106.75,7283.25
1393,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,20.35
5523,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.2,477.55
6085,0,1,1,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.65,151.3
4912,0,1,1,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,90.85,3186.7
1606,1,1,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),104.1,7447.7
6227,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),46.05,80.35
4809,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.3,20.3
394,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.05,3944.5
3493,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),46.6,87.9
2032,1,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,88.15,1390.6
2677,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),70.05,266.9
1776,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.0,1802.55
2075,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.05,5594
1282,0,1,0,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,62.8,62.8
4200,0,0,2,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),59.95,3921.1
3247,0,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),111.6,8012.75
1875,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.1,8086.4
1038,1,1,0,Fiber optic,No,No,No,No,No,Yes,One year,1,Electronic check,80.9,4557.5
3957,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,102.6,6296.75
1298,1,0,2,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,57.6,1367.75
3620,1,0,2,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,50.0,1750.85
3998,1,1,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.5,2301.15
2373,1,1,0,DSL,No,No,No,Yes,No,No,One year,1,Credit card (automatic),49.4,3251.85
5353,0,1,0,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,61.65,1393.6
3644,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.0,1004.35
3999,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,131.65
6785,0,1,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),111.6,6876.05
3333,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,212.3
4067,1,1,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),79.6,5515.8
1576,1,1,0,DSL,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),60.65,3975.9
1369,0,1,1,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,60.9,2033.85
5396,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.1,644.5
6747,1,0,2,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,35.45,1958.95
6688,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.3,224.5
4316,0,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,90.65,6322.1
974,1,1,0,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),75.95,4542.35
4310,0,0,2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),65.6,4566.5
542,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,19.55
5129,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,81.9,1028.9
5097,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,96.75,3403.4
1200,0,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),104.5,3778
6125,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.25,1359
3507,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,78.3
5749,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,99.5,5890
3218,0,1,0,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Credit card (automatic),79.6,5461.45
579,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,38.8
33,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.2,20.2
4384,1,1,0,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),79.7,165
