,Partner,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1749,0,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.75,5832
2208,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.8,100.8
3432,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),94.8,6859.05
2532,0,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),101.1,4016.2
2469,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,599.3
5841,0,0,2,DSL,No,No,No,No,Yes,Yes,One year,1,Electronic check,45.25,3264.45
3730,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),104.5,5921.35
6068,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.55,480.6
1085,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.3,940.35
4625,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),74.05,600.15
7032,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.75,75.75
1510,1,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),80.4,5727.15
4356,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.8,56
5882,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.7,263.65
4011,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.65,451.55
2873,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.7,2362.1
4317,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.55,57.4
2003,0,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Electronic check,95.25,5464.65
4722,0,1,0,DSL,No,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),70.15,4224.7
2215,1,0,2,DSL,Yes,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),49.85,3370.2
2889,1,0,2,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Mailed check,50.0,2919.85
2724,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.95,1244.8
988,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.15,537.35
1072,0,0,2,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),56.75,1304.85
1760,1,1,1,DSL,No,No,Yes,No,No,No,One year,0,Bank transfer (automatic),54.9,2614.1
2159,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.05,369.1
4147,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.85,1901
5697,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,109.5,7674.55
2538,1,0,2,DSL,No,No,No,Yes,Yes,No,Two year,1,Electronic check,40.55,1325.85
4973,1,1,1,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),93.8,1261
2445,1,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,74.4,1972.35
3851,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.25,864.2
6191,0,1,1,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,55.65,2421.75
3157,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,431
2995,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),25.25,25.25
6665,1,0,2,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),29.3,1224.05
4257,1,1,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,99.4,5025
2037,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.6,70.6
999,0,1,0,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,70.3,132.4
3946,0,0,2,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,58.5,539.85
5009,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),115.8,7942.15
3387,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,155.9
5545,1,1,0,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Bank transfer (automatic),86.55,1857.25
1703,0,0,2,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,35.65,425.1
6599,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Electronic check,94.1,1215.6
4438,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.95,1222.25
894,1,1,1,Fiber optic,No,No,No,Yes,No,No,One year,1,Credit card (automatic),81.2,4965.1
6539,1,1,0,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,73.05,1959.5
5667,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.15,91.4
2951,1,1,0,DSL,Yes,No,No,Yes,No,Yes,One year,1,Mailed check,64.15,1274.45
135,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.7,1188.2
3376,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,19.4
384,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),108.1,5067.45
4077,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.8,1346.3
5035,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.8,1641.3
3093,0,1,0,DSL,No,Yes,No,Yes,No,No,One year,1,Credit card (automatic),54.4,1516.6
6833,0,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),103.6,1806.35
4367,1,1,0,DSL,No,No,Yes,Yes,No,No,One year,0,Credit card (automatic),54.1,1992.85
3059,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.05,1559.15
108,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Mailed check,94.35,3921.3
1322,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.95,187.75
577,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.5,597.9
4292,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.9,2217.15
1302,1,1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,81.0,3533.6
4294,0,1,0,Fiber optic,Yes,No,No,No,Yes,No,One year,1,Credit card (automatic),85.15,979.05
5322,1,1,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),81.9,2078.55
1974,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,825.7
5998,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.05,1036
320,0,1,1,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),82.45,4350.1
3741,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),104.9,7732.65
6201,0,1,0,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,80.7,374.8
6745,0,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,100.1,5440.9
2221,1,1,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),64.05,4492.9
4808,0,1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,80.6,4299.95
3668,1,1,0,DSL,Yes,No,No,No,Yes,No,One year,1,Bank transfer (automatic),59.75,1374.35
1064,0,1,0,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,55.7,795.15
3614,1,0,2,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),60.25,4055.5
4152,1,1,1,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),76.15,4929.55
6512,0,1,0,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Electronic check,60.9,688.5
3397,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,91.7,6424.7
4597,0,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,99.95,547.65
2900,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.25,69.25
4714,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,90.45,5957.9
3529,1,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.2,140.1
6136,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.25,890.35
5774,0,1,0,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),65.6,339.9
1572,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.0,127.1
4447,1,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.7,7320.9
647,1,1,1,DSL,No,No,Yes,Yes,Yes,No,One year,1,Electronic check,69.65,3442.15
3154,0,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,72.75,317.75
2801,1,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),106.05,6703.5
2641,0,1,0,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),59.9,287.85
3018,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.1,1672.15
5826,1,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),79.35,79.35
2384,1,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),91.05,4370.75
5134,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.2,1217.25
4237,0,1,0,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,70.05,346.4
1991,1,1,1,DSL,No,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),78.75,3600.65
4955,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.4,69.4
5807,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),18.8,1094.35
6842,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.95,257
5159,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.25,684.85
669,1,0,2,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),57.8,4039.3
5977,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.65,1125.6
3214,0,1,1,Fiber optic,No,Yes,No,No,No,No,One year,1,Bank transfer (automatic),79.6,3974.7
1726,1,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,49.9,1441.95
2597,1,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,109.6,7854.15
1480,0,0,2,DSL,No,No,Yes,Yes,No,No,One year,0,Mailed check,35.55,1309.15
3570,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.5,290.55
2569,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.85,1871.85
5782,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.65,69.65
4652,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),19.65,478.1
6610,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,80.1,398.55
2579,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.15,982.95
2049,1,1,1,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),85.4,5869.4
4802,0,1,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),54.65,1517.5
4346,1,1,1,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),66.4,2727.8
2111,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.25,711.9
2694,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.65,169.75
4715,0,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),86.4,5442.05
1818,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.35,4453.3
1490,1,1,1,DSL,No,Yes,Yes,No,Yes,No,One year,1,Bank transfer (automatic),70.85,4738.85
4413,0,1,0,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.15,1496.9
2076,0,1,0,DSL,No,No,No,Yes,No,Yes,One year,0,Credit card (automatic),59.1,772.85
6289,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),116.2,7752.3
5838,1,1,1,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,71.85,3827.9
6809,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,74.95,308.7
2356,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),45.2,2065.15
1119,1,0,2,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),59.5,4144.8
1052,0,1,1,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,80.75,3208.65
2123,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.45,2429.1
4928,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,46.0,181.6
3080,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.3,38.45
523,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),75.6,1758.6
2113,1,1,1,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),95.0,4368.85
3385,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.05,1148.1
6554,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,68.65,68.65
3907,0,1,0,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Mailed check,89.95,1682.4
6968,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.4,1692.6
4031,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.45,7982.5
4999,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,301.55
246,0,1,1,DSL,No,No,Yes,No,No,Yes,One year,0,Mailed check,65.0,2531.8
6639,1,1,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),103.4,5236.4
5854,0,1,1,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,48.8,720.1
6940,1,0,2,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),55.65,3880.05
5245,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.15,1411.2
6531,0,1,0,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),65.8,1679.65
4834,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.65,1620.45
1299,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.05,483.7
2758,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,109.8
4786,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,103.65,7634.8
4647,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.25,155.35
4502,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.8,5283.95
4059,1,1,0,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,65.7,134.35
3281,1,1,0,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Electronic check,94.8,4690.65
3865,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.0,24
5887,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,50.3,846.8
6678,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.85,467.5
515,0,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),104.8,4131.95
1683,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,426.65
1014,1,1,0,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,57.45,990.85
5776,1,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),82.3,5980.55
3588,1,1,1,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),69.05,653.95
5926,0,1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),78.65,483.3
2093,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),24.8,223.9
6418,1,1,1,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,79.3,2484
406,1,1,1,Fiber optic,Yes,No,Yes,No,Yes,No,One year,1,Bank transfer (automatic),95.4,5812
5407,1,1,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,63.55,4014.2
2085,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.2,2931
2836,0,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,98.7,4920.55
1883,1,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),100.5,3653.35
6877,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),69.7,69.7
1188,0,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,99.25,3532
6659,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),92.3,6719.9
5758,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,475.1
5089,1,1,0,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,54.4,475.1
631,1,1,1,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),55.0,2473.95
2916,0,0,2,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),44.45,2181.55
4423,0,1,0,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),66.4,2245.4
5007,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.6,541.5
